Object Reference,Alarm,Manual,Commissioned,Site,Device Name,Device,Name,Value,Status,Timed_Override_Active
//Benson House/101.BV302,,,,Benson House,FCU-G01,101,Disable Fans,OFF,,
//Benson House/101.BV303,,,,Benson House,FCU-G01,101,Heating Valve Resync Required,OFF,,
//Benson House/101.BV304,,,,Benson House,FCU-G01,101,Cooling Valve Resync Required,OFF,,
//Benson House/101.BV305,,,,Benson House,FCU-G01,101,PIR Activated,OFF,,
//Benson House/101.BV306,,,,Benson House,FCU-G01,101,Reverse Valve Operation,OFF,,
//Benson House/101.BV307,,,,Benson House,FCU-G01,101,Disable Fan Auto-Setup,OFF,,
//Benson House/101.BV308,,,,Benson House,FCU-G01,101,Disable Valve Auto-Setup,OFF,,
//Benson House/101.BV309,,,,Benson House,FCU-G01,101,Calibrate Sensors,OFF,,
//Benson House/101.BV310,,,,Benson House,FCU-G01,101,Test Power Consumption,OFF,,
//Benson House/101.BV311,,,,Benson House,FCU-G01,101,Save to Flash Required,OFF,,
//Benson House/101.BV312,,,,Benson House,FCU-G01,101,Load from Flash Required,OFF,,
//Benson House/101.BV313,,,,Benson House,FCU-G01,101,Heating Valve Resync in Progress,OFF,,
//Benson House/101.BV314,,,,Benson House,FCU-G01,101,Cooling Valve Resync in Progress,OFF,,
//Benson House/101.BV316,,,,Benson House,FCU-G01,101,Recently Changed Status,OFF,,
//Benson House/101.BV317,,,,Benson House,FCU-G01,101,Heating Element Delay Active,OFF,,
//Benson House/101.BV318,,,,Benson House,FCU-G01,101,Fan Delay Active,OFF,,
//Benson House/101.BV319,,,,Benson House,FCU-G01,101,Test Outputs,OFF,,
//Benson House/101.BV323,,,,Benson House,FCU-G01,101,Heating Valve Drive in Progress,OFF,,
//Benson House/101.BV324,,,,Benson House,FCU-G01,101,Cooling Valve Drive in Progress,OFF,,
//Benson House/101.BV325,,,,Benson House,FCU-G01,101,Valve Setup Data Recalc Required,OFF,,
//Benson House/101.BV326,,,,Benson House,FCU-G01,101,Fan Setup Data Recalc Required,OFF,,
//Benson House/101.BV327,,,,Benson House,FCU-G01,101,Reset Run Time Alarm,OFF,,
//Benson House/101.BV328,,,,Benson House,FCU-G01,101,Clear Manual Overrides,OFF,,
//Benson House/101.BV329,,,,Benson House,FCU-G01,101,Allow Manual Overrides to Persist,OFF,,
//Benson House/101.BV330,,,,Benson House,FCU-G01,101,Reset Bias,OFF,,
//Benson House/101.BV331,,,,Benson House,FCU-G01,101,Recall Previous Output Bias at Startup,OFF,,
//Benson House/101.BV332,,,,Benson House,FCU-G01,101,Update Outputs,OFF,,
//Benson House/101.BV5,,,,Benson House,FCU-G01,101,Optimum Start,OFF,,
//Benson House/101.BV7,,,,Benson House,FCU-G01,101,Commissioning Mode,OFF,,
//Benson House/101.BV8,,,,Benson House,FCU-G01,101,Flushing Mode,OFF,,
//Benson House/101.BV9,,,,Benson House,FCU-G01,101,Full Heating Mode,OFF,,
//Benson House/101.CO1,,,,Benson House,FCU-G01,101,Primary Control Loop,50%,,
//Benson House/101.CO2,,,,Benson House,FCU-G01,101,Boost Control Loop,50%,,
//Benson House/101.CO3,,,,Benson House,FCU-G01,101,Supply Air Control Loop,50%,,
//Benson House/101.DEV101,,,1,Benson House,FCU-G01,101,FCU-G01,Operational,,
//Benson House/101.FIL1,,,,Benson House,FCU-G01,101,Database Transfer File,,,
//Benson House/101.MT1,,,,Benson House,FCU-G01,101,FCU Thermal Log,,reset,
//Benson House/101.MT2,,,,Benson House,FCU-G01,101,FCU Power Log,,reset,
//Benson House/101.MV1,,,,Benson House,FCU-G01,101,FCU Operating Mode,AUTO,,
//Benson House/101.MV201,,,,Benson House,FCU-G01,101,FCU Size,SIZE 550,,
//Benson House/101.MV202,,,,Benson House,FCU-G01,101,FCU Type,MATRIX BELIMO,,
//Benson House/101.MV203,,,,Benson House,FCU-G01,101,Heating Valve/Actuator Type,R215P-040,,
//Benson House/101.MV204,,,,Benson House,FCU-G01,101,Cooling Valve/Actuator Type,R215P-010,,
//Benson House/101.MV205,,,,Benson House,FCU-G01,101,Multi-Function Input Configuration,UNUSED,,
//Benson House/101.PG1,,,,Benson House,FCU-G01,101,Main / High Priority Calculations,Running,,
//Benson House/101.PG10,,,,Benson House,FCU-G01,101,EVO Fan Program,Waiting,,
//Benson House/101.PG11,,,,Benson House,FCU-G01,101,Status Light Program,Waiting,,
//Benson House/101.PG12,,,,Benson House,FCU-G01,101,BACstat Program,Waiting,,
//Benson House/101.PG13,,,,Benson House,FCU-G01,101,Heating Element Program,Waiting,,
//Benson House/101.PG14,,,,Benson House,FCU-G01,101,Additional Processes,Waiting,,
//Benson House/101.PG15,,,,Benson House,FCU-G01,101,Output Test,Waiting,,
//Benson House/101.PG16,,,,Benson House,FCU-G01,101,Medium Priority Calculations,Waiting,,
//Benson House/101.PG17,,,,Benson House,FCU-G01,101,Powerup Procedure,Waiting,reset,
//Benson House/101.PG18,,,,Benson House,FCU-G01,101,Alarm Calculations,Waiting,,
//Benson House/101.PG19,,,,Benson House,FCU-G01,101,Control Factor Calculations,Waiting,,
//Benson House/101.PG2,,,,Benson House,FCU-G01,101,Control Calculations,Waiting,,
//Benson House/101.PG21,,,,Benson House,FCU-G01,101,Occupancy Status Calculations,Waiting,,
//Benson House/101.PG22,,,,Benson House,FCU-G01,101,Sensor Calibration Program,Waiting,,
//Benson House/101.PG23,,,,Benson House,FCU-G01,101,ComTool Program,Waiting,,
//Benson House/101.PG24,,,,Benson House,FCU-G01,101,Job Specific Processes,Waiting,,
//Benson House/101.PG3,,,,Benson House,FCU-G01,101,Status Calculations,Waiting,,
//Benson House/101.PG4,,,,Benson House,FCU-G01,101,Mode Calculations,Waiting,,
//Benson House/101.PG5,,,,Benson House,FCU-G01,101,Valve Setup Calculations,Waiting,,
//Benson House/101.PG6,,,,Benson House,FCU-G01,101,Fan Setup Calculations,Waiting,,
//Benson House/101.PG7,,,,Benson House,FCU-G01,101,Heating Valve Program,Waiting,,
//Benson House/101.PG8,,,,Benson House,FCU-G01,101,Cooling Valve Program,Waiting,,
//Benson House/101.PG9,,,,Benson House,FCU-G01,101,Matrix Fan Program,Waiting,,
//Benson House/101.TL1,,,,Benson House,FCU-G01,101,FCU Control Temperature Log,Trending,,
//Benson House/101.TL2,,,,Benson House,FCU-G01,101,FCU Supply Air Temperature Log,Trending,,
//Benson House/101.TL3,,,,Benson House,FCU-G01,101,FCU Heating Valve Position Log,Trending,,
//Benson House/101.TL4,,,,Benson House,FCU-G01,101,FCU Cooling Valve Position Log,Trending,,
//Benson House/101.TL5,,,,Benson House,FCU-G01,101,FCU Power Consumption Log,Trending,,
//Benson House/101.TL6,,,,Benson House,FCU-G01,101,FCU Fan Speed Percentage Log,Trending,,
//Benson House/101.TL7,,,,Benson House,FCU-G01,101,FCU Heating Element Log,Trending,,
//Benson House/101.TL8,,,,Benson House,FCU-G01,101,FCU Setpoint Log,Trending,,
//Benson House/102.AI1,,,1,Benson House,FCU002,102,FCU002_Return Air Temperature Sensor,22.1 °C,private1,
//Benson House/102.AI101,,,1,Benson House,FCU002,102,FCU002_BACstat Temperature Sensor,23.2 °C,private1,
//Benson House/102.AI103,,,1,Benson House,FCU002,102,FCU002_BACstat Humidity Sensor,23.7 %RH,private1,
//Benson House/102.AI104,,,1,Benson House,FCU002,102,FCU002_BACstat CO2 Sensor,909.9 ppm,private1,
//Benson House/102.AI12,,,,Benson House,FCU002,102,FCU002_Light_Level,703.9 lx,private1|not-commissioned,
//Benson House/102.AI2,,,1,Benson House,FCU002,102,FCU002_Supply Air Temperature Sensor,19.4 °C,private1,
//Benson House/102.AI3,,,1,Benson House,FCU002,102,FCU002_Room Temperature Sensor,21.4 °C,private1,
//Benson House/102.AI4,,,1,Benson House,FCU002,102,Setpoint Potentiometer,3.0 k?,private1,
//Benson House/102.AI5,,,1,Benson House,FCU002,102,FCU002_LPHW Flow Temperature Sensor/Element Cutout,67.2 °C,private1,
//Benson House/102.AI6,,,1,Benson House,FCU002,102,FCU002_LPHW Return Temperature Sensor,22.1 °C,private1,
//Benson House/102.AI7,,,1,Benson House,FCU002,102,FCU002_CHW Flow Temperature Sensor,8.3 °C,private1,
//Benson House/102.AI8,,,1,Benson House,FCU002,102,FCU002_CHW Return Temperature Sensor,19.8 °C,private1,
//Benson House/102.AI9,,,1,Benson House,FCU002,102,Mains Current Transducer,2.1550 A,private1,
//Benson House/102.AO10,,,1,Benson House,FCU002,102,FCU002_Fan 4 Speed Signal,43%,,
//Benson House/102.AO7,,,1,Benson House,FCU002,102,FCU002_Fan 1 Speed Signal / EVO Fan Speed Signal,43%,,
//Benson House/102.AO8,,,1,Benson House,FCU002,102,FCU002_Fan 2 Speed Signal,43%,,
//Benson House/102.AO9,,,1,Benson House,FCU002,102,FCU002_Fan 3 Speed Signal,43%,,
//Benson House/102.AT1,,,,Benson House,FCU002,102,FCU Power Consumption Totaliser,13682.3 kWh,,
//Benson House/102.AT2,,,,Benson House,FCU002,102,FCU Power Consumption Totaliser (Daily),2.7 kWh,,
//Benson House/102.AT3,,,,Benson House,FCU002,102,FCU Power Consumption Totaliser (Weekly),27.6 kWh,,
//Benson House/102.AT4,,,,Benson House,FCU002,102,FCU Power Consumption Totaliser (Monthly),663.9 kWh,,
//Benson House/102.AV1,,,,Benson House,FCU002,102,FCU002_Control Temperature,21.4 °C,,
//Benson House/102.AV10,,,,Benson House,FCU002,102,FCU002_Fan 4 Current Air Volume,63.0 L/s,,
//Benson House/102.AV1001,,,,Benson House,FCU002,102,FCU Comfort KPI Score (Yesterday),96%,,
//Benson House/102.AV1002,,,,Benson House,FCU002,102,FCU Comfort KPI Score (Live),92%,,
//Benson House/102.AV1003,,,,Benson House,FCU002,102,Cooling Valve Unstick Position,75.00%,,
//Benson House/102.AV1004,,,,Benson House,FCU002,102,Heating Valve Unstick Position,55.00%,,
//Benson House/102.AV1005,,,,Benson House,FCU002,102,Random,-0.1168,,
//Benson House/102.AV1006,,,,Benson House,FCU002,102,FCU Comfort KPI Score (Week),100.00%,,
//Benson House/102.AV1007,,,,Benson House,FCU002,102,Daily Heating Valve Travel Time,0.13 H,,
//Benson House/102.AV1008,,,,Benson House,FCU002,102,Daily Cooling Valve Travel Time,1.65 H,,
//Benson House/102.AV1009,,,,Benson House,FCU002,102,Valve Travel Time (Live),1.78 H,,
//Benson House/102.AV1010,,,,Benson House,FCU002,102,Valve Travel Time (Yesterday),4.03 H,,
//Benson House/102.AV1011,,,,Benson House,FCU002,102,Valve Travel Time (This Week),16.36 H,,
//Benson House/102.AV1012,,,,Benson House,FCU002,102,Valve Travel Time (Last Week),44.33 H,,
//Benson House/102.AV1013,,,,Benson House,FCU002,102,Valve Travel Time (This Month),1939.85 H,,
//Benson House/102.AV1014,,,,Benson House,FCU002,102,Valve Travel Time (Last Month),3872.19 H,,
//Benson House/102.AV1015,,,,Benson House,FCU002,102,FCU Comfort KPI Score (Month),100.00%,,
//Benson House/102.AV1016,,,,Benson House,FCU002,102,FCU Saturation KPI (Minutes to SP),25 min,,
//Benson House/102.AV1017,,,,Benson House,FCU002,102,FCU Saturation KPI (Yesterday),19.0 min,,
//Benson House/102.AV11,,,,Benson House,FCU002,102,FCU002_Operating Setpoint,21.0 °C,,
//Benson House/102.AV12,,,,Benson House,FCU002,102,FCU002_Master Setpoint,21.0 °C,,
//Benson House/102.AV13,,,,Benson House,FCU002,102,FCU002_Overall Fan Speed,70.00%,,
//Benson House/102.AV14,,,,Benson House,FCU002,102,Heating Element Output,-2.00%,,
//Benson House/102.AV15,,,,Benson House,FCU002,102,Room Relative Humidity,-2.0 %RH,,
//Benson House/102.AV16,,,,Benson House,FCU002,102,Room CO2 Level,-2.0 ppm,,
//Benson House/102.AV17,,,,Benson House,FCU002,102,FCU002_Specific Fan Power,1.8 W,,
//Benson House/102.AV18,,,,Benson House,FCU002,102,FCU002_Power Consumption,490.4 W,,
//Benson House/102.AV19,,,,Benson House,FCU002,102,FCU002_Current Thermal Output,-0.8 kW,,
//Benson House/102.AV2,,,,Benson House,FCU002,102,Supply Air Temperature,19.4 °C,,
//Benson House/102.AV20,,,,Benson House,FCU002,102,Master Alarm Code,0,,
//Benson House/102.AV201,,,,Benson House,FCU002,102,FCU002_Design Total Air Volume,360.0 L/s,,
//Benson House/102.AV202,,,,Benson House,FCU002,102,Fan Setback Factor,70.00%,,
//Benson House/102.AV203,,,,Benson House,FCU002,102,FCU002_Heating Valve Design Flow Rate,0.1710 L/s,,
//Benson House/102.AV204,,,,Benson House,FCU002,102,FCU002_Cooling Valve Design Flow Rate,0.0430 L/s,,
//Benson House/102.AV205,,,,Benson House,FCU002,102,EVO Fan Voltage for Design Airflow,-2.0 V,,
//Benson House/102.AV206,,,,Benson House,FCU002,102,Maximum Allowed Airflow Per Fan,150.0 L/s,,
//Benson House/102.AV207,,,,Benson House,FCU002,102,FCU002_Fan 1 Design Air Volume,90.0 L/s,,
//Benson House/102.AV208,,,,Benson House,FCU002,102,FCU002_Fan 2 Design Air Volume,90.0 L/s,,
//Benson House/102.AV209,,,,Benson House,FCU002,102,FCU002_Fan 3 Design Air Volume,90.0 L/s,,
//Benson House/102.AV210,,,,Benson House,FCU002,102,FCU002_Fan 4 Design Air Volume,90.0 L/s,,
//Benson House/102.AV211,,,,Benson House,FCU002,102,Fabric Protection Setpoint,12.0 °C,,
//Benson House/102.AV212,,,,Benson House,FCU002,102,PIR Activation Delay,0.5 min,,
//Benson House/102.AV213,,,,Benson House,FCU002,102,PIR Inactivation Delay,30.0 min,,
//Benson House/102.AV214,,,,Benson House,FCU002,102,Design Heating Duty,4.0 kW,,
//Benson House/102.AV215,,,,Benson House,FCU002,102,Design Cooling Duty,4.0 kW,,
//Benson House/102.AV216,,,,Benson House,FCU002,102,Minimum Allowed Airflow Per Fan,30.0 L/s,,
//Benson House/102.AV217,,,,Benson House,FCU002,102,FCU002_Fan 1 Setback Air Volume,63.0 L/s,,
//Benson House/102.AV218,,,,Benson House,FCU002,102,FCU002_Fan 2 Setback Air Volume,63.0 L/s,,
//Benson House/102.AV219,,,,Benson House,FCU002,102,FCU002_Fan 3 Setback Air Volume,63.0 L/s,,
//Benson House/102.AV220,,,,Benson House,FCU002,102,FCU002_Fan 4 Setback Air Volume,63.0 L/s,,
//Benson House/102.AV227,,,,Benson House,FCU002,102,Fan 1 Trim,100.00%,,
//Benson House/102.AV228,,,,Benson House,FCU002,102,Fan 2 Trim,100.00%,,
//Benson House/102.AV229,,,,Benson House,FCU002,102,Fan 3 Trim,100.00%,,
//Benson House/102.AV230,,,,Benson House,FCU002,102,Fan 4 Trim,100.00%,,
//Benson House/102.AV231,,,,Benson House,FCU002,102,Control Temperature Sensor Offset,0.0 °C,,
//Benson House/102.AV232,,,,Benson House,FCU002,102,Supply Air Temperature Sensor Offset,0.0 °C,,
//Benson House/102.AV233,,,,Benson House,FCU002,102,Heating Valve Trim,100.00%,,
//Benson House/102.AV234,,,,Benson House,FCU002,102,Cooling Valve Trim,100.00%,,
//Benson House/102.AV235,,,,Benson House,FCU002,102,Heating Branch Trim,100.00%,,
//Benson House/102.AV236,,,,Benson House,FCU002,102,Cooling Branch Trim,100.00%,,
//Benson House/102.AV246,,,,Benson House,FCU002,102,Supply Air High Limit,31.2 °C,,
//Benson House/102.AV248,,,,Benson House,FCU002,102,Supply Air Low Limit,12.9 °C,,
//Benson House/102.AV250,,,,Benson House,FCU002,102,Setpoint Pot Lower Limit,0.0 k?,,
//Benson House/102.AV251,,,,Benson House,FCU002,102,Setpoint Pot Upper Limit,6.0 k?,,
//Benson House/102.AV252,,,,Benson House,FCU002,102,Setpoint Adjustment Range,6.0 °C,,
//Benson House/102.AV253,,,,Benson House,FCU002,102,BACstat Timeout Period,60.0 min,,
//Benson House/102.AV254,,,,Benson House,FCU002,102,Maximum Valve Position During Boost,120.00%,,
//Benson House/102.AV255,,,,Benson House,FCU002,102,Maximum Fan Speed During Boost,100.00%,,
//Benson House/102.AV256,,,,Benson House,FCU002,102,Boost Mode Delay,30.0 min,,
//Benson House/102.AV261,,,,Benson House,FCU002,102,FCU002_Occupied Dead Band,0.5 °C,,
//Benson House/102.AV262,,,,Benson House,FCU002,102,FCU002_Unoccupied Dead Band,1.5 °C,,
//Benson House/102.AV263,,,,Benson House,FCU002,102,FCU002_Occupied Valve Proportional Band,1.0 °C,,
//Benson House/102.AV264,,,,Benson House,FCU002,102,FCU002_Unoccupied Valve Proportional Band,2.0 °C,,
//Benson House/102.AV265,,,,Benson House,FCU002,102,FCU002_Occupied Fan Proportional Band,1.0 °C,,
//Benson House/102.AV266,,,,Benson House,FCU002,102,FCU002_Unoccupied Fan Proportional Band,2.0 °C,,
//Benson House/102.AV267,,,,Benson House,FCU002,102,Boost Proportional Band,1.0 °C,,
//Benson House/102.AV3,,,,Benson House,FCU002,102,FCU002_Heating Valve Position,0%,,
//Benson House/102.AV301,,,,Benson House,FCU002,102,FCU002_Number of FCU Fans,4,,
//Benson House/102.AV302,,,,Benson House,FCU002,102,Filter Alarm Setpoint,1000.0 h,,
//Benson House/102.AV303,,,,Benson House,FCU002,102,Heating Valve Motor Time for Design Flow,70.1 s,,
//Benson House/102.AV304,,,,Benson House,FCU002,102,Cooling Valve Motor Time for Design Flow,38.7 s,,
//Benson House/102.AV305,,,,Benson House,FCU002,102,BACstat Keypress,0,,
//Benson House/102.AV306,,,,Benson House,FCU002,102,FCU002_Power Consumption kW,0.5 kW,,
//Benson House/102.AV308,,,,Benson House,FCU002,102,Controller MAC Address,2,,
//Benson House/102.AV309,,,,Benson House,FCU002,102,Master/Slave Poll Interval,60.0 s,,
//Benson House/102.AV310,,,,Benson House,FCU002,102,Auto-Save Interval,60 min,,
//Benson House/102.AV311,,,,Benson House,FCU002,102,Maximum Valve Drives Before Resync,200,,
//Benson House/102.AV312,,,,Benson House,FCU002,102,Control Loop Bias at Shutdown,50.00%,,
//Benson House/102.AV313,,,,Benson House,FCU002,102,Heating Valve Current Motor Time,0.0 s,,
//Benson House/102.AV314,,,,Benson House,FCU002,102,Cooling Valve Current Motor Time,0.0 s,,
//Benson House/102.AV316,,,,Benson House,FCU002,102,Filter Meter,5.50%,,
//Benson House/102.AV317,,,,Benson House,FCU002,102,Power Consumption at Design Air Volume,691.2 W,,
//Benson House/102.AV318,,,,Benson House,FCU002,102,Heating Control Boundary Value,25.00%,,
//Benson House/102.AV319,,,,Benson House,FCU002,102,Cooling Control Boundary Value,75.00%,,
//Benson House/102.AV320,,,,Benson House,FCU002,102,Primary Control Loop Integral Control Rate,0.3 %/m,,
//Benson House/102.AV333,,,,Benson House,FCU002,102,Heating Valve Flow Threshold,19.0 s,,
//Benson House/102.AV334,,,,Benson House,FCU002,102,Cooling Valve Flow Threshold,17.0 s,,
//Benson House/102.AV337,,,,Benson House,FCU002,102,Mains Voltage,230.0 V,,
//Benson House/102.AV338,,,,Benson House,FCU002,102,Mains Current Draw,2.1 A,,
//Benson House/102.AV339,,,,Benson House,FCU002,102,ComTool Keypress,0,,
//Benson House/102.AV340,,,,Benson House,FCU002,102,Heating Element High Limit,100.00%,,
//Benson House/102.AV343,,,,Benson House,FCU002,102,Heating Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/102.AV344,,,,Benson House,FCU002,102,Cooling Valve Motor Time for Full Stroke,90.0 s,,
//Benson House/102.AV350,,,,Benson House,FCU002,102,Waterside Main Control Factor,0.00%,,
//Benson House/102.AV360,,,,Benson House,FCU002,102,Airside Main Control Factor,70.00%,,
//Benson House/102.AV373,,,,Benson House,FCU002,102,Heating Valve Motor Time for Boost Flow,73.5 s,,
//Benson House/102.AV374,,,,Benson House,FCU002,102,Cooling Valve Motor Time for Boost Flow,44.6 s,,
//Benson House/102.AV383,,,,Benson House,FCU002,102,Heating Valve Required Time,0.00 s,,
//Benson House/102.AV384,,,,Benson House,FCU002,102,Cooling Valve Required Time,0.00 s,,
//Benson House/102.AV4,,,,Benson House,FCU002,102,FCU002_Cooling Valve Position,0%,,
//Benson House/102.AV406,,,,Benson House,FCU002,102,FCU002_Standby Power Consumption,49.2 W,,
//Benson House/102.AV5,,,,Benson House,FCU002,102,FCU002_Current Total Air Volume,252.0 L/s,,
//Benson House/102.AV501,,,,Benson House,FCU002,102,FCU002_Power Consumption Total,13682.3 kWh,,
//Benson House/102.AV502,,,,Benson House,FCU002,102,FCU Power Consumption Today,2.7 kWh,,
//Benson House/102.AV503,,,,Benson House,FCU002,102,FCU Power Consumption This Week,24.9 kWh,,
//Benson House/102.AV504,,,,Benson House,FCU002,102,FCU Power Consumption This Month,661.2 kWh,,
//Benson House/102.AV512,,,,Benson House,FCU002,102,FCU Power Consumption Yesterday,6.2 kWh,,
//Benson House/102.AV513,,,,Benson House,FCU002,102,FCU Power Consumption Last Week,33.5 kWh,,
//Benson House/102.AV514,,,,Benson House,FCU002,102,FCU Power Consumption Last Month,1749.0 kWh,,
//Benson House/102.AV520,,,,Benson House,FCU002,102,FCU Power Consumption Last Mon,4650.2 kWh,,
//Benson House/102.AV521,,,,Benson House,FCU002,102,FCU Power Consumption Last Tue,4650.2 kWh,,
//Benson House/102.AV522,,,,Benson House,FCU002,102,FCU Power Consumption Last Wed,4650.2 kWh,,
//Benson House/102.AV523,,,,Benson House,FCU002,102,FCU Power Consumption Last Thu,4650.2 kWh,,
//Benson House/102.AV524,,,,Benson House,FCU002,102,FCU Power Consumption Last Fri,4650.2 kWh,,
